sample_id,pathway_name,max_prob,mean_prob,n_pairs,partners,directions,rank
ALl11post,APP,2.653601631843441e-4,2.9248842194559147e-5,33,Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,5
ALl11post,APRIL,1.990727938670584e-4,3.730822935593484e-5,20,Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch,Immune->Plasma,6
ALl11post,PECAM2,1.727160760941438e-4,2.103724232387978e-5,19,Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Common myeloid progenitors; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,7
ALl11post,MK,1.4491668415143763e-4,4.615722417794803e-6,69,Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,8
ALl11post,THBS,1.2462431298342384e-4,3.1027084472430474e-5,15,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2,Immune->Plasma,9
ALl11post,PECAM1,8.800466311146018e-5,1.1444706448376005e-5,32,Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Common myeloid progenitors; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,10
ALl11post,ADGRE,7.312358091070955e-5,8.512240806676607e-6,38,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71lo GlyA+; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,11
ALl11post,GALECTIN,5.994314317053231e-5,1.7675729830900565e-5,11,Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Hematopoietic stem cells_CD133+ CD34dim; Naive B cells,Immune->Plasma,12
ALl11post,CysLTs,5.9341181093270974e-5,1.7387979527836024e-5,22,Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_Naive; cDC2; Common myeloid progenitors; Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,13
ALl11post,CLEC,5.174051976144756e-5,1.8523254484845678e-5,9,CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; gdT; MAIT; Treg,Plasma->Immune,14
ALl11post,Prostaglandin,3.963600465819077e-5,5.877809802175473e-6,60,Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; gdT; Granulocytes (Neutrophilic Metamyelocytes); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Naive B cells; Treg,Plasma->Immune,15
ALl11post,RESISTIN,3.858090545645938e-5,1.7901698589270792e-5,4,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; Granulocytes (Neutrophils),Immune->Plasma; Plasma->Immune,16
ALl11post,ICAM,3.80970642809712e-5,3.557723848439788e-6,111,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class switched; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,17
ALl11post,MHC-II,2.7258758341862754e-5,4.99370936214604e-6,16,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; cDC2; Treg,Plasma->Immune,18
ALl11post,CD48,2.3951416287396977e-5,1.535119730943787e-5,7,CD16 Mono; CD8_CM; CD8_EM; CD8_TEMRA; cDC2; gdT; Hematopoietic stem cells_CD133+ CD34dim,Plasma->Immune,19
ALl11post,LAMININ,2.291994342416547e-5,1.9840846097613955e-6,82,Basophils; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; PlasmaCells; Treg,Plasma->Immune; Plasma<->Plasma,20
ALl12,MHC-I,0.002937412,3.4019387188697074e-4,98,Activated B cells; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; Colony Forming Unit-Granulocytes; Common myeloid progenitors; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,1
ALl12,MK,0.001697661,8.177469563169845e-5,72,Activated B cells; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,2
ALl12,MIF,0.001060053,1.0758058343779091e-4,67,Activated B cells; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,3
ALl12,CypA,8.201638101435397e-4,4.0095569645592357e-4,8,Common myeloid progenitors; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; pDC,Immune->Plasma; Plasma->Immune,4
ALl12,APP,1.8146684299854432e-4,4.816759996716561e-6,56,Activated B cells; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,5
ALl12,BAFF,1.226105267844579e-4,2.611667761862889e-5,22,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_EM; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; MAIT; pDC,Immune->Plasma,6
ALl12,ADGRE,7.470755394421862e-5,1.6675204162667873e-5,43,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,7
ALl12,GALECTIN,5.517034503255409e-5,1.4454649822658491e-5,12,Activated B cells; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; pDC; Treg,Immune->Plasma,8
ALl12,CD99,4.853646747467866e-5,8.065718498633589e-6,77,Activated B cells; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,9
ALl12,Prostaglandin,4.679451129178336e-5,6.395559975713908e-6,50,CD14 Mono_dendritic-like2; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Treg,Plasma->Immune,10
ALl12,PECAM2,3.421326232784266e-5,9.801140585941488e-6,22,Activated B cells; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD8_EM; CD8_Naive; CD8_TEMRA; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,11
ALl12,PECAM1,2.1514636351712756e-5,5.670080568826674e-6,32,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD8_EM; CD8_Naive; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,12
ALl12,APRIL,2.0433162931940498e-5,7.165262176626751e-6,14,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; Common myeloid progenitors; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; pDC,Immune->Plasma,13
ALl12,RESISTIN,1.9255608720744703e-5,6.622002951361051e-6,10,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Granulocytes (Neutrophils),Immune->Plasma; Plasma->Immune,14
ALl12,LAMININ,1.83260095742473e-5,1.8170035303547571e-6,82,Activated B cells; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,15
ALl12,CD48,1.3343246089506363e-5,4.929927447165089e-6,6,CD8_EM; CD8_Naive; CD8_TEMRA; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT,Plasma->Immune,16
ALl12,CLEC,9.583236442858142e-6,2.601831176388842e-6,9,CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_TEMRA; Colony Forming Unit-Granulocytes; gdT; MAIT; Treg,Plasma->Immune,17
ALl12,MHC-II,7.693125898993403e-6,4.728124097856761e-6,5,CD4_CM; CD4_EM; CD4_Naive; pDC; Treg,Plasma->Immune,18
ALl12,SEMA4,7.251035506805575e-6,3.6421755079228973e-6,4,CD14 Mono_dendritic-like2; Hematopoietic stem cells_CD133+ CD34dim; pDC,Plasma->Immune,19
ALl12,TGFb,6.7077279857497135e-6,1.4369297598207798e-6,18,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; pDC; Treg,Plasma->Immune,20
ALl13,MIF,6.486084363603564e-4,1.0877968779610343e-4,50,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Common myeloid progenitors; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; Treg,Immune->Plasma; Plasma->Immune,1
ALl13,MHC-I,2.9068632423470827e-4,2.2139917481051845e-5,133,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); MAIT; Mature B cells class able to switch; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC,Plasma->Immune,2
ALl13,CypA,1.2978079726909698e-4,1.9932286369103518e-5,41,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,3
ALl13,APP,1.912315164571395e-5,2.926749894887217e-6,10,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Hematopoietic stem cells_CD133+ CD34dim; Megakaryocytes; pDC,Immune->Plasma,4
ALl13,PECAM2,1.61282600321529e-5,3.4507830260925986e-6,15,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Megakaryocytes; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,5
ALl13,BAFF,1.5439430648548657e-5,3.5804697164511294e-6,39,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,6
ALl13,GALECTIN,1.3718201639368998e-5,5.0437444352106664e-6,12,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,7
ALl13,APRIL,6.333222622930367e-6,2.339391498811805e-6,20,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,8
ALl13,MK,5.631694979310822e-6,5.72358508508997e-7,80,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,9
ALl13,ICAM,4.352834150122644e-6,1.2416447452556164e-6,31,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_TEMRA; cDC2; gdT; Granulocytes (Neutrophils); MAIT; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; Treg,Immune->Plasma; Plasma->Immune,10
ALl13,MHC-II,4.239707939585817e-6,1.3674622590118058e-6,11,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; cDC2; Granulocytes (Neutrophilic Metamyelocytes); NK cells_CD56-_CD16+_cytokine; pDC; Treg,Plasma->Immune,11
ALl13,THBS,1.942898459359909e-6,3.2918822896661576e-7,15,CD14 Mono_dendritic-like2; CD16 Mono; cDC2; Common myeloid progenitors; Megakaryocytes,Immune->Plasma,12
ALl13,CD48,1.0587092651653205e-6,3.955632584505016e-7,6,CD16 Mono; CD8_EM; CD8_TEMRA; gdT; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal,Plasma->Immune,13
ALl13,PECAM1,8.056549283638199e-7,3.05208464065115e-7,13,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; Granulocytes (Neutrophils); NK cells_CD56-_CD16+_cytokine,Immune->Plasma; Plasma->Immune,14
ALl13,CD160,4.66884449090235e-7,1.8628547153293335e-7,4,CD8_TEMRA; gdT; MAIT; NK cells_CD56-_CD16+_cytotoxic_terminal,Immune->Plasma,15
ALl13,IGFBP,4.48172790369664e-7,4.48172790369664e-7,1,pDC,Immune->Plasma,16
ALl13,IGF,2.5082022717456454e-7,1.1699130746789749e-7,7,CD14 Mono_neutrophil-like1; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; Common myeloid progenitors; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim,Plasma->Immune,17
ALl13,GAS,2.4536658801699105e-7,9.869391295045192e-8,6,CD16 Mono; cDC2; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,18
ALl13,COLLAGEN,1.836685546324279e-7,7.0505071463976125e-9,91,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Megakaryocytes; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,19
ALl13,GRN,1.6427146143421784e-7,2.391600248390187e-8,22,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Megakaryocytes; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,20
ALl14,MHC-I,1.3433879699162795e-4,1.47027595023692e-5,114,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; gdT; Granulocytes (Neutrophils); MAIT; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC,Plasma->Immune,1
ALl14,MIF,1.2864771356822438e-4,3.194234679360989e-5,68,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Myeloid Dendritic Cells; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; pre-mDC; Treg; Plasmacytoid Dendritic Cells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,2
ALl14,MK,3.1839295800102495e-5,2.665745693810052e-6,95,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Myeloid Dendritic Cells; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; pre-mDC; Treg; Plasmacytoid Dendritic Cells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,3
